id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
40831519;Cozy apartment in the heart of Zürich;41607711;Doruk;Kreis 7;Fluntern;47.37295;8.55355;Entire home/apt;100;2;0;;;1;345
40832767;★Big Urban Oasis★ 2 min to lake, walk everywhere;59452286;Sarah;Kreis 8;Mühlebach;47.35873;8.55455;Entire home/apt;149;2;2;2020-02-02;0.14;1;56
40835483;Wohnung in Zürich;10993446;Jasmin;Kreis 4;Langstrasse;47.3763;8.52042;Entire home/apt;130;14;0;;;2;83
40906896;3.5 room apartment in the city by lake and parks;19463938;Rikard;Kreis 8;Seefeld;47.3534;8.55556;Private room;63;2;2;2020-02-29;0.14;1;266
41063461;ITS COZY APARTMENT 2 MINUTES FROM SIHLCITY;19214423;Carlos;Kreis 3;Alt-Wiedikon;47.35919;8.52293;Entire home/apt;100;3;4;2020-03-01;0.29;1;146
41078449;down town Zurich!;5751120;Serap;Kreis 6;Unterstrass;47.38697;8.53846;Private room;50;5;0;;;1;88
41081667;Large apartment in Zurich's heart ♡ (COVID-proof);17951559;Max;Kreis 5;Gewerbeschule;47.38153;8.5378;Entire home/apt;100;2;8;2020-08-20;0.58;1;0
41123211;Charmantes Altbau-Bijoux;2302677;Noemi;Kreis 4;Hard;47.38109;8.51581;Entire home/apt;150;3;0;;;1;180
41152425;Amazing Area - Zurich Centre - Private Room;46561854;Christopher;Kreis 4;Langstrasse;47.37666;8.52345;Private room;80;5;1;2020-06-27;0.12;3;364
41152711;Zurich Center - Hablo English / Espanol / Frances;46561854;Christopher;Kreis 4;Langstrasse;47.37591;8.52354;Private room;80;5;1;2020-11-30;0.33;3;358
41153191;Full Apartment - Zurich Center;46561854;Christopher;Kreis 4;Langstrasse;47.37806;8.52338;Entire home/apt;150;4;1;2020-08-01;0.14;3;364
41205469;Tranquil apartment with garden 1 min from tram/bus;641802;Janjarang;Kreis 3;Sihlfeld;47.37734;8.50773;Entire home/apt;97;2;0;;;1;13
41223016;Green Marmot Capsule Hotel Zürich;321785453;Mohamed;Kreis 1;Rathaus;47.3693;8.54475;Shared room;48;1;56;2021-02-06;6.91;1;312
41310605;grosses helles Architektenzimmer, Golbrunnenplatz;62360401;Tatiana;Kreis 3;Alt-Wiedikon;47.36982;8.51417;Private room;40;2;3;2020-10-02;0.41;1;179
41334019;Stadt Zürich kreis 7;274146000;Fangsheng;Kreis 7;Witikon;47.35686;8.59309;Private room;46;1;4;2021-01-10;0.51;1;58
41371724;Oasis on the Zürichberg;19378048;Werner;Kreis 7;Hottingen;47.37116;8.56947;Entire home/apt;105;2;18;2021-01-25;1.61;1;129
41390882;Wohnung direkt am Hauptbahnhof;11271793;Stojna;Kreis 5;Gewerbeschule;47.38199;8.53493;Entire home/apt;65;3;3;2020-02-16;0.23;1;24
41396272;Atelier in Zürich Enge, Kreis 2;325581374;Peter;Kreis 2;Enge;47.3564;8.52464;Entire home/apt;75;2;21;2020-11-09;1.62;1;50
41452482;Lakeside Studio in Zurich Seefeld;21380976;Dana;Kreis 8;Mühlebach;47.35302;8.55966;Entire home/apt;100;3;3;2020-12-01;0.43;1;57
41488775;City Center - 3 Bedroom Apartment with own Parking;106954;Patri;Kreis 3;Sihlfeld;47.36332;8.52244;Entire home/apt;129;2;23;2020-11-13;1.79;5;0
41497230;City Center Budget Apt, 2 Bedrooms, own Parking;106954;Patri;Kreis 3;Alt-Wiedikon;47.36198;8.5226;Entire home/apt;119;2;13;2021-02-20;1.0;5;65
41497338;My little Paradise in Zurich;4904089;Massimo;Kreis 2;Wollishofen;47.3341;8.53502;Entire home/apt;80;14;3;2020-10-26;0.27;1;173
41516267;Wonderful City Center Apartment in Zurich 30% off;120856822;Itay;Kreis 3;Sihlfeld;47.37089;8.51895;Entire home/apt;160;5;1;2020-03-07;0.08;1;333
41545910;Large 1bed stylish flat near center;19959355;Manu;Kreis 3;Alt-Wiedikon;47.36592;8.50806;Entire home/apt;101;8;1;2020-08-07;0.15;2;240
41561182;Kleines Zimmer an sehr zentraler Lage in Zürich;1701927;Nicole;Kreis 5;Gewerbeschule;47.38827;8.52833;Private room;50;1;0;;;1;87
41598413;1 Bedroom in the Heart of Zurich;107929932;Paolo;Kreis 2;Enge;47.36363;8.52724;Private room;150;3;0;;;1;89
41674032;Rooftop Zürich Room;303031742;Jenny;Kreis 4;Langstrasse;47.37689;8.5229;Private room;100;3;2;2020-02-23;0.16;1;89
41683640;Schönes Zimmer nähe Zürich-Hardturm;11664490;Matthias;Kreis 10;Höngg;47.3949;8.50862;Private room;50;60;0;;;1;358
41704969;Central-Private Flat-70m2-Zurich-Sunny-3 Big Beds;32411752;Christopher;Kreis 11;Oerlikon;47.40723;8.53694;Entire home/apt;95;2;2;2020-12-27;0.48;2;17
41712475;Zürich-Triemli;329336697;Roxana;Kreis 9;Albisrieden;47.36938;8.49113;Private room;75;1;6;2020-08-07;0.46;1;179
41728545;aja Hotel Zürich, Superior room-Early booking rate;305262465;Aja Zürich;Kreis 9;Altstetten;47.39403;8.48344;Private room;180;1;1;2020-08-27;0.16;4;3
41729294;aja Hotel Zürich, Comfort room- Early booking rate;305262465;Aja Zürich;Kreis 9;Altstetten;47.39413;8.48549;Private room;160;1;0;;;4;3
41759469;big cozy double room in shared central flat;39178792;Laura;Kreis 2;Enge;47.36277;8.52283;Private room;49;4;0;;;1;58
41770115;Penthouse with unique Zürich view;329986107;Diana;Kreis 5;Escher Wyss;47.39075;8.51092;Entire home/apt;265;1;16;2020-11-08;1.25;1;85
41773740;Bright apartment with view over Zurich;10369170;Oliver;Kreis 3;Alt-Wiedikon;47.35841;8.51487;Entire home/apt;67;2;9;2021-02-19;0.69;1;13
41779957;Tiny bright apartment 8 min from Hb Zürich;16506657;Karen;Kreis 3;Alt-Wiedikon;47.36069;8.52317;Entire home/apt;76;7;5;2020-07-31;0.4;4;55
41819856;Feel home and connected to centre, bars and nature;36512955;Sonja & Nico;Kreis 3;Sihlfeld;47.36692;8.52334;Private room;70;2;0;;;1;179
41843978;Zimmer in Zürich;330757451;Sabine;Kreis 7;Hottingen;47.38435;8.58876;Private room;55;3;0;;;2;89
41865684;Centrally located 3-rooms flat-ideal for longstays;845972;Marisa;Kreis 10;Wipkingen;47.39398;8.52773;Entire home/apt;120;1;3;2020-06-14;0.25;13;0
41867493;Room in the heart of Zurich;331078563;Seraina;Kreis 4;Hard;47.37645;8.51534;Private room;45;4;0;;;2;88
41868406;Flat very well located in Zürich City;51391087;Amandine;Kreis 3;Sihlfeld;47.37356;8.51679;Entire home/apt;49;2;12;2020-10-01;0.94;1;0
41918857;Charming Popup Hotel-Double Room (shared bathroom);322266523;Krone;Kreis 1;Rathaus;47.37384;8.54313;Private room;137;1;12;2020-09-17;0.98;2;5
41918871;Charming Popup Hotel-Single Room (shared bathroom);322266523;Krone;Kreis 1;Rathaus;47.37384;8.54313;Private room;105;1;17;2020-10-01;1.31;2;5
41920469;Private room in Oerlikon.;289413327;Gidonna;Kreis 11;Oerlikon;47.41118;8.54719;Private room;40;1;2;2020-07-23;0.16;2;80
41921096;Penthouse above the clouds (126 m2 / 14. floor);331668558;Osterwalder;Kreis 11;Seebach;47.41736;8.54057;Entire home/apt;345;3;7;2021-02-15;0.86;1;161
41954432;◊Balcony◊King◊WiFi◊Netflix◊Full Kitchen;1329022;Ilan & Anna;Kreis 11;Oerlikon;47.41258;8.54459;Entire home/apt;129;1;1;2020-11-05;0.26;5;0
41974052;Cosy Fabulous 4BR Apt in Zurich;317100858;Sadia;Kreis 2;Enge;47.36319;8.53301;Entire home/apt;276;5;0;;;1;363
42013211;Idylische  2 1/2 Zimmer Altbauwohnung mit Garten;226951233;Sandra;Kreis 2;Wollishofen;47.34093;8.52852;Entire home/apt;150;2;7;2021-02-02;1.02;1;0
42080420;Cozy vintage apartment with a beautiful view;333684899;Andres;Kreis 7;Fluntern;47.38345;8.56217;Entire home/apt;135;2;12;2020-12-22;0.99;1;19
42087619;best locatetd & pretty room;165539990;Claude;Kreis 5;Gewerbeschule;47.37973;8.53706;Private room;24;3;5;2020-09-20;0.4;2;54
42087812;Adios boredom! High quality Studio apartment;83271512;José-Luis;Kreis 8;Seefeld;47.35592;8.55449;Entire home/apt;185;2;7;2021-01-23;0.74;10;64
42088383;LAGOM: Scandi Chic Studio Apartment lake side;83271512;José-Luis;Kreis 8;Seefeld;47.35592;8.55449;Entire home/apt;158;2;8;2020-11-29;0.71;10;64
42103532;Styled & Serviced Aparment 2 mins from the lake;83271512;José-Luis;Kreis 8;Seefeld;47.35592;8.55449;Entire home/apt;185;2;3;2021-02-21;0.75;10;8
42130984;just HYGGE: Comfy Studio Apartment near the lake;83271512;José-Luis;Kreis 8;Seefeld;47.35592;8.55449;Entire home/apt;150;2;11;2021-02-22;0.95;10;1
42149895;25 squared meters room - ALL included;129238594;Vittorio;Kreis 11;Affoltern;47.41261;8.52687;Private room;30;14;2;2020-03-13;0.16;1;132
42211593;Modern 1 room apartment in district 4;271466792;Marina;Kreis 4;Langstrasse;47.37477;8.5289;Entire home/apt;125;3;0;;;5;55
42218576;THE FLAG Zürich - Comfort Apartment in Altstetten;175646878;THE FLAG Zürich;Kreis 9;Altstetten;47.38842;8.49458;Private room;141;1;3;2021-01-09;1.08;4;340
42227116;Cosy room 15min from Zurich HB in hip area Kreis 5;48617749;Evelyn;Kreis 5;Gewerbeschule;47.38293;8.5274;Private room;100;2;0;;;1;365
42240657;THE FLAG Zürich -Executive Apartment in Altstetten;175646878;THE FLAG Zürich;Kreis 9;Altstetten;47.38822;8.49342;Private room;173;1;2;2021-01-10;0.78;4;340
42243057;THE FLAG Zürich -Loft on the rooftop in Altstetten;175646878;THE FLAG Zürich;Kreis 9;Altstetten;47.38649;8.49515;Private room;292;1;7;2021-01-23;0.7;4;333
42261869;Beautiful flat with garden in Seefeld, lake area;89125824;Geri;Kreis 8;Seefeld;47.35977;8.55172;Private room;50;25;0;;;1;90
42268307;Citynah aber ruhig in Zürich;335838018;Alexander;Kreis 7;Witikon;47.3599;8.58379;Private room;79;1;0;;;1;180
42275262;Luxury 100sqm Attic apartment 10min walk from HB;14429102;Micael;Kreis 7;Fluntern;47.38079;8.55199;Entire home/apt;100;5;3;2021-01-29;0.32;1;69
42358221;Business or Leisure Lake 5 min away in Wollishofen;200775507;Caterina;Kreis 2;Wollishofen;47.34668;8.53254;Private room;100;1;0;;;1;87
42382197;Bright Studio with view over Zürich;229653756;Caspar;Kreis 10;Wipkingen;47.39424;8.51961;Entire home/apt;89;2;0;;;1;78
42422554;Sunny flat near university and downtown;326619320;Sophie;Kreis 6;Oberstrass;47.38668;8.54611;Entire home/apt;105;5;0;;;1;61
42451824;Cute apartment in the hearth of zürich;21557553;Samuel;Kreis 4;Werd;47.37392;8.52108;Private room;70;3;0;;;1;179
42452326;3 rooms flat, very central, friendly, vintage;845972;Marisa;Kreis 4;Langstrasse;47.37763;8.52069;Entire home/apt;70;7;11;2020-10-27;0.93;13;0
42465512;Beautiful Spacious 2 Bed flat in heart of Zurich;289530029;Amiel;Kreis 4;Werd;47.37339;8.52676;Entire home/apt;180;1;0;;;1;89
42467122;-- SUPER CENTRAL FURNISHED SINGLE APARTMENT --;8041643;Emanuel;Kreis 4;Werd;47.37314;8.52634;Entire home/apt;80;3;0;;;1;331
42478041;ETH &Limat,öV 150m,zentrumsnah,grosses Zi., ruhig;47089581;Sanne;Kreis 10;Höngg;47.39991;8.49943;Private room;66;1;2;2020-12-12;0.47;1;179
42555429;Near Airport near city centre near relaxing River;338972211;Thomas;Kreis 10;Wipkingen;47.39442;8.5242;Entire home/apt;100;4;0;;;2;214
42576641;Lichtdurchflutetes Zimmer in unserem Bijou;33919652;Alexandra;Kreis 2;Wollishofen;47.35147;8.53271;Private room;49;28;0;;;1;88
42579959;Large bedroom  in Design apt. near Paradeplatz;161091005;Reto;Kreis 2;Enge;47.36681;8.53629;Private room;130;30;0;;;3;304
42580336;Casual? Not my style: Large Studio made with love;83271512;José-Luis;Kreis 8;Seefeld;47.35592;8.55449;Entire home/apt;157;2;1;2020-08-01;0.14;10;362
42602898;*Best cheap expat long stay apartment in the heart of Zurich* / 5min from Stadelhofen / 30min from Airport;1229459;Novac;Kreis 7;Hirslanden;47.36232;8.56148;Entire home/apt;10;2;0;;;8;0
42677857;Eclectic and Cosy Place;15815960;Agi;Kreis 3;Alt-Wiedikon;47.3653;8.51975;Private room;80;7;0;;;1;365
42683481;Charming flat in Zurich-Wipkingen with river view;22872007;Zoe;Kreis 10;Wipkingen;47.39323;8.52133;Entire home/apt;100;1;0;;;1;90
42689508;Zimmer Stadt Zürich;330757451;Sabine;Kreis 7;Hottingen;47.38389;8.58814;Private room;55;1;2;2020-08-20;0.31;2;364
42709310;Platte201;304271396;Platte 200;Kreis 7;Fluntern;47.37417;8.55259;Private room;65;1;25;2021-02-12;2.79;4;87
42748334;Cozy apartement close to lake / main station;14380887;Ramona;Kreis 7;Hirslanden;47.36021;8.56809;Entire home/apt;99;1;2;2020-08-31;0.26;1;4
42783913;Zimmer im Zentrum von Zürich!;34016702;Nico;Kreis 2;Enge;47.36202;8.5273;Private room;49;5;4;2020-08-03;0.55;1;111
42788275;City Center / Wollishofen – 3 Bedrooms, 100 sqm;106954;Patri;Kreis 2;Enge;47.35194;8.52647;Entire home/apt;132;2;6;2021-01-31;1.03;5;20
42788429;City Center / Wollishofen – 2 BR, spacious, 100sqm;106954;Patri;Kreis 2;Wollishofen;47.35134;8.52848;Entire home/apt;132;2;9;2020-10-31;0.88;5;0
42788533;City Center / Wollishofen – Budget 2 Bdrms, view;106954;Patri;Kreis 2;Wollishofen;47.35305;8.52843;Entire home/apt;122;2;4;2021-02-21;0.92;5;20
42799844;Wohnung Zentral;25394817;Anna;Kreis 1;Lindenhof;47.37221;8.53866;Private room;125;1;1;2020-03-12;0.09;1;90
42803662;Stay in the ♥ of Zurich - Apt in historic building;3516976;Arik;Kreis 1;Lindenhof;47.37207;8.54043;Entire home/apt;400;3;0;;;1;365
42823073;Zentral Wohnen;200600018;Elisabeth;Kreis 11;Oerlikon;47.40028;8.54453;Entire home/apt;89;2;2;2021-01-09;0.26;2;137
42823448;Bright Spacious and Quiet Place;214859939;Raquel;Kreis 9;Altstetten;47.38385;8.48119;Private room;45;7;1;2020-08-02;0.14;1;24
42850902;Sunny Zürich-Witikon;29912655;Aana M.;Kreis 7;Witikon;47.35572;8.59953;Private room;100;2;0;;;1;236
42868406;Room close to the main station in shared flat;341362915;Christoph;Kreis 4;Langstrasse;47.37948;8.52522;Private room;75;3;0;;;1;362
42874240;**Expat furnished apt** Charming and rare in prestigious neighborhood next to Belvoirpark;1229459;Novac;Kreis 2;Enge;47.35873;8.52903;Entire home/apt;120;3;0;;;8;332
42874244;SELF-CHECK-IN: very unique and quite apartment, prestigious and central neighborhood;1229459;Novac;Kreis 2;Enge;47.35777;8.52813;Entire home/apt;147;3;0;;;8;91
42890195;Stylish bedroom  in Design apt. near Paradeplatz;161091005;Reto;Kreis 2;Enge;47.36603;8.53656;Private room;120;14;1;2021-02-14;1.0;3;119
42890358;Near River, 10min to HB, 15min to Airport;338972211;Thomas;Kreis 10;Wipkingen;47.39432;8.52375;Entire home/apt;90;4;0;;;2;365
42974061;Comfortable room near Altstetten Station;8611370;Bram;Kreis 9;Altstetten;47.38556;8.49011;Private room;45;2;3;2020-10-31;0.51;1;146
42985009;*360 TOUR AVAILABLE* *SPACIOUS*5MIN FROM CITY CENTER / 29MIN FROM AIRPORT*QUITE AND NICE NEIGHBOURHOOD*;1229459;Novac;Kreis 7;Hirslanden;47.36056;8.56168;Entire home/apt;10;3;1;2020-07-01;0.12;8;0
43033334;Greulich Design & Lifestyle Hotel;342484382;Design & Lifestyle Hotel;Kreis 4;Langstrasse;47.37892;8.52128;Private room;50;14;0;;;1;89
43034262;Wohnen beim Bellevue;336827675;Tiziana;Kreis 8;Seefeld;47.36267;8.5495;Entire home/apt;160;2;0;;;6;0
43084185;spizelle Unterkunft am botanischen Garten;19711958;Ronny;Kreis 8;Weinegg;47.35626;8.56608;Entire home/apt;59;1;0;;;1;210
43093051;Hotel Alexander Zürich - Doppelzimmer (Wlan);342929958;Felix;Kreis 1;Rathaus;47.37544;8.54419;Private room;190;1;0;;;6;358
43093457;Alexander Guesthouse Zürich - Doppelzimmer (Wlan);342929958;Felix;Kreis 1;Rathaus;47.37568;8.54451;Private room;124;1;0;;;6;353
43129667;Cozy Flats Züri-7  Attika Wohnung Apt. 7;3146950;Gaby;Kreis 4;Werd;47.37219;8.52848;Entire home/apt;90;4;4;2021-01-19;0.53;8;270
43129826;Hotel Alexander Zürich - Zweibettzimmer(Wlan);342929958;Felix;Kreis 1;Rathaus;47.37414;8.54344;Private room;151;1;0;;;6;355
43130528;Hotel Alexander Zürich - Einzelzimmer (Wlan);342929958;Felix;Kreis 1;Rathaus;47.3758;8.54284;Private room;100;1;0;;;6;365
43141093;Residence Apartment;5458391;Dr Alain;Kreis 4;Langstrasse;47.37616;8.52844;Entire home/apt;200;30;0;;;1;176
43144108;Everything you need to feel at home on 110m2;157543866;Petra;Kreis 3;Alt-Wiedikon;47.36072;8.52224;Entire home/apt;200;14;3;2020-11-03;0.43;1;301
43144750;Alexander Guesthouse Zürich - Zweibettzimmer(Wlan);342929958;Felix;Kreis 1;Rathaus;47.37398;8.54596;Private room;124;1;4;2020-09-21;0.55;6;341
43146058;Alexander Guesthouse - Einzelzimmer (Wlan);342929958;Felix;Kreis 1;Rathaus;47.37406;8.5451;Private room;94;1;0;;;6;365
43177338;Beautiful, refurbished, old-style, balcony,Seefeld;42603641;Brigitte;Kreis 8;Seefeld;47.36029;8.55154;Entire home/apt;225;1;1;2020-09-06;0.17;2;365
43183350;Centrally, large and vintage 4.5 rooms apartment;845972;Marisa;Kreis 10;Wipkingen;47.39404;8.52627;Entire home/apt;80;14;1;2020-08-28;0.16;13;0
43191970;Beautiful place in the heart of Zürich;84079256;Rachel;Kreis 2;Wollishofen;47.33856;8.52951;Private room;72;2;5;2020-08-09;0.63;1;87
43212796;Entire Design Apartment Central Zurich;161091005;Reto;Kreis 1;City;47.36953;8.53536;Entire home/apt;180;14;3;2020-12-23;0.6;3;119
43234382;★3BR★LOFT★ ZURICH CITY CENTER ★on 2Levels★6Guests;4416988;Björn;Kreis 5;Escher Wyss;47.39074;8.51708;Entire home/apt;344;1;23;2021-01-28;2.47;1;323
43246209;SUP STADIUMSIDE ROOM 1 ZURICH 1BR;221698949;Raphael;Kreis 4;Hard;47.38538;8.50897;Private room;12500;30;0;;;1;0
43253918;Zentrale Moblierte Zimmer Nähe Zürich See Und Uni;36376497;Saber;Kreis 7;Hottingen;47.3674;8.55688;Entire home/apt;57;1;0;;;1;355
43254025;Simple;8544751;Bo;Kreis 8;Seefeld;47.3548;8.55481;Entire home/apt;72;2;0;;;1;342
43254900;Love this location! Amazing Flat in Cool Area 8001;344425219;Matilda;Kreis 1;Lindenhof;47.37289;8.54132;Entire home/apt;99;28;1;2020-07-10;0.13;1;365
43264425;Peaceful corner with rooftop in the heart of ZH;344271798;Josephine;Kreis 1;Lindenhof;47.37287;8.53855;Entire home/apt;125;21;1;2020-04-27;0.1;1;180
43292018;WG Zimmer mit Garten (4);163025967;Christa;Kreis 11;Oerlikon;47.40455;8.55186;Private room;55;1;3;2020-08-23;0.39;4;304
43297164;Relaxing holidays in Zurich, Switzerland;205249164;Judith;Kreis 3;Alt-Wiedikon;47.36512;8.51771;Entire home/apt;200;5;2;2021-01-09;0.48;1;365
43307295;Cozy Flats Züri-6   Apt.6 Hoch  Parterre;3146950;Gaby;Kreis 4;Werd;47.37187;8.52914;Entire home/apt;70;3;1;2020-08-22;0.16;8;270
43307494;Cozy Flats Züri-5  Apt-5 Hoch Parterre;3146950;Gaby;Kreis 4;Werd;47.37205;8.52908;Entire home/apt;80;4;0;;;8;270
43307536;Cozy Flats Züri-3  Apt-3 Hoch Parterre;3146950;Gaby;Kreis 4;Werd;47.3708;8.52769;Entire home/apt;90;3;2;2020-12-18;0.72;8;365
43307595;Cozy Flats Züri -2  Apt-2 Sousol;3146950;Gaby;Kreis 4;Werd;47.37069;8.52762;Entire home/apt;70;3;1;2021-01-10;0.63;8;365
43314656;Stadt Zürich 4204 kleine Wohnung Albisriederplatz;19610180;Rossana;Kreis 4;Hard;47.38122;8.50639;Entire home/apt;67;1;9;2021-02-07;1.14;15;273
43322673;Cozy Flats Züri - 8   Apt. 8- Attika  Wohnung;3146950;Gaby;Kreis 4;Werd;47.37039;8.5292;Entire home/apt;100;4;0;;;8;56
43322730;Luxury penthouse, Duplex in Zurich;113193480;Azur;Kreis 3;Sihlfeld;47.37076;8.51838;Entire home/apt;472;2;1;2020-07-22;0.14;2;270
43322822;Cozy Flats Züri-4  Apt-4 Hoch Parterre;3146950;Gaby;Kreis 4;Werd;47.37235;8.52989;Entire home/apt;90;3;1;2020-07-31;0.14;8;222
43322877;Cozy Flats Züri-1 Apt-1 Sousoul;3146950;Gaby;Kreis 4;Werd;47.37012;8.52765;Entire home/apt;75;3;0;;;8;258
43370872;Private room in vibrant and trendy Zurich area;2460435;Sandra;Kreis 5;Gewerbeschule;47.38419;8.5292;Private room;23;5;0;;;1;57
43434839;Cosy apartment in the center of Zürich;67855343;Philipp;Kreis 4;Langstrasse;47.37452;8.52373;Private room;40;5;1;2020-06-21;0.12;1;62
43445690;Apartment in the central of City Zürich;70291646;Sofia Sara;Kreis 1;City;47.36957;8.53611;Private room;65;27;0;;;4;89
43449460;Room near the Castle in the City Center of Zurich!;51595193;Habi;Kreis 2;Enge;47.36269;8.52421;Private room;66;3;3;2020-09-30;0.33;2;364
43450113;Castle in the city center of Zürich & in the green;51595193;Habi;Kreis 2;Enge;47.36292;8.52422;Entire home/apt;88;3;0;;;2;0
43450418;Quiet and bright room, all you need!;1522246;Lukas;Kreis 3;Sihlfeld;47.37885;8.50702;Private room;33;1;1;2020-05-23;0.11;1;0
43456793;Private bedroom and bathroom in a great location;25022991;Nahla;Kreis 9;Altstetten;47.39109;8.48703;Private room;60;1;0;;;1;270
43464391;Studio with Garden Patio and Grill;3219670;Sam;Kreis 9;Altstetten;47.38137;8.49939;Entire home/apt;120;6;1;2020-10-01;0.2;1;171
43466411;Zurich home perfect for the professional;8411292;Tim;Kreis 11;Seebach;47.42417;8.55283;Entire home/apt;95;30;0;;;1;0
43472201;Münchhalden;2756864;Jennifer;Kreis 8;Mühlebach;47.35465;8.55866;Entire home/apt;90;30;0;;;6;25
43478027;WG-Zimmer in Zürich;196472359;Surya;Kreis 3;Sihlfeld;47.3705;8.51514;Private room;50;30;0;;;1;365
43480808;"Spacious apartment in ""The Metropolitans""";1122014;Michael;Kreis 11;Seebach;47.41863;8.55671;Entire home/apt;102;2;41;2021-02-21;4.71;1;26
43499715;Gesamte 3-Zimmerwohnung zentral im Herzen Zürich‘s;17877437;Simone Angelo & Marc;Kreis 4;Hard;47.37691;8.51476;Entire home/apt;99;2;6;2020-11-27;0.77;1;0
43507507;Zentral & neue 1.5 Zimmer Wohnung im Seefeld;15279346;Pia;Kreis 8;Weinegg;47.36368;8.55584;Entire home/apt;140;7;0;;;1;0
43531619;HELVETIA Homeoffice Stadtwohnung mit Parkplatz!;213296181;Edgar Patrik;Kreis 10;Wipkingen;47.397;8.51883;Entire home/apt;89;2;8;2020-10-30;1.12;2;352
43545390;The place you want to be in Zurich!;37421240;Irina;Kreis 6;Unterstrass;47.38945;8.53741;Private room;51;1;30;2020-12-01;3.46;1;116
43561547;A Day on the Lake;178619014;White Pearl;Kreis 1;Lindenhof;47.36803;8.5419;Entire home/apt;4600;1;0;;;2;364
43576083;NEW 2.5 room serviced and furnished Apt. /14th fl.;197701339;Mazenod;Kreis 11;Seebach;47.41674;8.55539;Entire home/apt;168;10;0;;;1;52
43586475;Bright & spacious top floor apartment with terrace;5878820;Lena;Kreis 3;Sihlfeld;47.36929;8.5239;Entire home/apt;138;2;6;2020-11-22;0.69;1;60
43618041;Oerlikon Gleis 10;267275051;Seval;Kreis 11;Oerlikon;47.41288;8.54391;Private room;140;2;0;;;5;365
43619824;Central room with private bathroom and roofterrace;4035250;Silvana;Kreis 4;Werd;47.37192;8.52704;Private room;79;3;1;2020-08-28;0.16;1;89
43650807;2 1/2 room flat with roof terrace - Zurich Kreis 4;11989074;Oliver;Kreis 4;Langstrasse;47.37802;8.52801;Entire home/apt;180;14;0;;;1;268
43665293;Nice & central, lovely terrace over river & park;8254571;Aleksandra;Kreis 10;Wipkingen;47.39266;8.52067;Entire home/apt;136;2;5;2020-10-12;0.65;1;148
43672005;Charming Small Apartment to rent in Zürich;53910976;Louise;Kreis 3;Alt-Wiedikon;47.36504;8.52052;Entire home/apt;120;2;0;;;1;0
43676444;Furnished Apt Central Location in Zürich;1496480;Rene;Kreis 10;Wipkingen;47.39401;8.52837;Entire home/apt;110;2;8;2021-01-24;1.22;1;89
43683848;Beautiful Apartment with 2 Balconies;76447870;Daniel;Kreis 2;Wollishofen;47.34725;8.53239;Entire home/apt;143;4;2;2021-02-05;0.41;1;88
43685683;Simple studio A in central Zurich City + Parking;249353536;Lili;Kreis 11;Oerlikon;47.40745;8.54998;Entire home/apt;35;2;27;2021-02-16;3.09;4;59
43703654;The Crown Penthouse Bahnhofstrasse Zürich;144959892;Anna Victoria;Kreis 1;Lindenhof;47.37548;8.54007;Entire home/apt;1000;2;2;2020-07-04;0.25;2;364
43710638;klimatisierte 4.5 Zimmerwohnung an einmaliger Lage;10102961;Leila;Kreis 4;Werd;47.37218;8.52594;Entire home/apt;175;14;0;;;1;149
43737148;Why standard if you can standout? Great STUDIO;83271512;José-Luis;Kreis 8;Seefeld;47.35479;8.55533;Entire home/apt;158;2;6;2020-10-19;0.71;10;34
43746721;Dachwohnung mit Blick ins Grüne, priv. Terrasse;15431085;Stephanie;Kreis 2;Wollishofen;47.34916;8.52677;Entire home/apt;110;2;7;2020-10-04;0.93;1;0
43795464;Modern design apartment in super central location;198265997;Mia;Kreis 7;Hottingen;47.36739;8.55337;Entire home/apt;85;5;1;2020-07-31;0.14;6;360
43853725;Naturzimmer;86575065;Naturzimmer;Kreis 7;Witikon;47.36505;8.58841;Entire home/apt;280;1;6;2020-09-20;0.78;1;69
43858760;Double room with private balcony;350759689;Fanny;Kreis 9;Albisrieden;47.37661;8.49616;Private room;44;5;0;;;1;364
43866200;Schöne Wohnung in Affoltern;350919022;Glória;Kreis 11;Affoltern;47.41797;8.50442;Entire home/apt;150;1;4;2021-02-14;0.48;1;359
43880767;Moderne 3 Zimmer Wohnung im Altbau;288846154;Charina;Kreis 4;Hard;47.37594;8.51693;Entire home/apt;200;7;1;2020-07-11;0.13;2;1
43890786;3 Bedroom Superior Serviced Apartment, Downtown;24506494;EMA House;Kreis 6;Unterstrass;47.38302;8.54072;Entire home/apt;364;2;1;2020-09-15;0.18;18;356
43909006;Cozy Room in Zurich City. (longterm rent possible);348190255;Sarah;Kreis 3;Alt-Wiedikon;47.36479;8.52029;Private room;40;1;51;2021-01-27;6.35;1;0
43932580;Beautiful Rooftop Studio in the Heart of Zürich;2780778;Guillermo;Kreis 3;Sihlfeld;47.37061;8.5242;Entire home/apt;110;6;1;2020-08-18;0.16;1;90
43997218;bright central apartment with balcony & 2 bikes :);130640981;Ladina;Kreis 7;Hirslanden;47.36252;8.56284;Entire home/apt;140;1;5;2020-09-07;0.68;1;363
44010457;Nice apartment close to Zürich Central Station;22801957;Lorenza;Kreis 5;Gewerbeschule;47.38053;8.53549;Private room;150;3;0;;;1;365
